job_id,source,title,company,matched_skills,description_summary
li_4436939392,linkedin,Frontend Web Developer - React/Typescript,Sundayy,"[""Algorithm Design"", ""Backend Development"", ""Data Structure"", ""Machine Learning"", ""SQL"", ""Version Control"", ""Web Framework""]","About The Company Zensors is a pioneering technology company headquartered in San Francisco, California, dedicated to transforming how businesses collect and analyze visual data. About The Role We are seeking an experienced Software Developer with a strong proficiency in React and a keen eye for visual design and user experience. This position offers an exciting opportunity to work in a dynamic startup environment where innovation and agility are valued."
li_4261191038,linkedin,Frontend Engineer,Pump.co,"[""Backend Development"", ""Java/Python"", ""SQL"", ""UI Prototyping"", ""Web Framework""]","About Pump.co Location: San Francisco, CA (Onsite 5 days a week) Pump is on a mission to radically simplify AWS cost optimization for teams building in the cloud. As a Frontend Engineer, you’ll play a foundational role in shaping both our product and our company. You’ll work closely with the founding team, contribute across the stack (especially frontend), and help define our technical direction and culture from the ground up."
li_4432270110,linkedin,Frontend Developer,InterEx Group,"[""Process Optimization"", ""Web Framework""]","A rapidly growing manufacturing company is seeking a skilled Front-End Developer to join their dynamic team. They value a collaborative environment and are committed to delivering top-tier digital experiences. You will work closely with their design and back-end teams to deliver high-quality, scalable, and user-friendly interfaces."
li_4434957627,linkedin,Front-End Engineer,InAir,"[""Data Structure"", ""Version Control"", ""Web Framework""]","Our mission is to harness the power of low-code platforms, enabling businesses to optimize their workflows, foster collaboration, and achieve ambitious outcomes through Airtable. Our remote work setting is built on trust, respect, and open communication, allowing team members to shine and grow. About The Role We’re looking for a full time Front-End Engineer (React) with strong hands-on coding experience to help us build front-end-heavy applications and Airtable Custom Interfaces."
li_4418828831,linkedin,Frontend Developer | $70/hr Remote,Crossing Hurdles,"[""CI/CD""]",Application Process - Easy Apply on LinkedIn - Check email for next steps - Participate in resume evaluation & interview stage
li_4429932733,linkedin,Front End Developer,LTIMindtree,"[""Backend Development"", ""Java/Python"", ""Web Framework""]","UI Developer Location: Newark, Delaware - Should be proficient with React.Js. - Vue.js, React, JQuery, Angular astrong experience with these UI technologies - Should be able to understand and be able to support backend development and debugging on apps built on java spring framework - Communication should be very good."
li_4429979847,linkedin,Jr. Front-End Web Developer,WebFX,"[""AI Application"", ""API Design"", ""CI/CD"", ""SQL"", ""Software Testing"", ""Web Framework""]","But the following skills/experience are awesome to have, and will help get your career off to a running start:): &nbsp; Part-time/volunteer/internship programming experience is a must Development experience in front-end web development &mdash;Javascript, React, etc Working knowledge of modern software development frameworks, including server-side MVC (e.g. Front-End Web Developer, you&rsquo;ll team up with others in various stacks at Nutshell. We may use artificial intelligence (AI) tools to..."
li_4435503395,linkedin,"Software Engineer, Frontend/Web App",Beacon AI,"[""Web Framework""]","Small, focused teams own what they build, ship quickly, and learn fast, pushing the boundaries of how humans and AI work together in aviation. In this role, you will work closely with senior engineers, product managers, and designers to develop user-facing features that enable interaction with complex aviation data. Work Location This is a hybrid role based in San Carlos, CA, with 3+ days per week onsite and the option to work remotely on remaining days."
li_4430718087,linkedin,"Frontend Software Engineer, Infrastructure",Tesla,"[""API Design"", ""Backend Development"", ""CI/CD"", ""Dashboard & Reporting"", ""Financial Reporting"", ""Web Framework""]","What To Expect As a Frontend Software Engineer, you’ll lead the frontend development of internal project management applications supporting infrastructure projects and operations. The position will be working with both development and validation teams in Fremont, CA. The employee in this position will build intuitive, high-performance web interfaces and tools that the Construction organization will utilize, including project accounting, labor management, financial reporting, and insight and..."
li_4375036051,linkedin,Front-End Engineer,Tavily,"[""API Design"", ""Version Control"", ""Web Framework""]","By connecting LLMs to high-quality, trustworthy web content, we help developers build agents that are not only intelligent - but also informed. You’ll build performant, scalable applications that make interacting with complex AI infrastructure intuitive and seamless. This role is ideal for someone who values clean architecture, strong UX fundamentals, and high ownership in a fast-moving environment."
li_4409360878,linkedin,"Software Engineer, Frontend",Tessera Labs,"[""AI Application"", ""Agile/Scrum"", ""Dashboard & Reporting"", ""Design Pattern"", ""ETL Process"", ""Machine Learning"", ""SAP/Oracle"", ""Web Framework""]","We move fast, operate with extreme ownership, and build at the frontier of applied AI. Job Summary We are looking for a Frontend Engineer who thrives in a fast-paced, high-ownership startup environment. If you love solving challenging UI problems, shipping polished interfaces at startup speed, and working in a collaborative, low-ego environment, this role is for you."
